#Time,Rho,X,Z,Alt,AoA,GSE,LUE,Vtot,Vy,Gamma,Pitch,Roll,Yaw,Step,Grade,Points,Details
17.00,0.389,872.3,136.9,162.0,8.01,0.03,0.94,125.4,-840.4,1.7,4.5,4.8,-0.0,IM,(OK),3.0,(SLOH)OSX LURIM   
17.50,0.374,844.3,130.5,155.1,8.12,0.01,0.84,125.8,-820.3,1.2,4.7,4.0,0.0,IM,(OK),3.0,(SLOH)OSX LURIM   
18.00,0.358,816.1,124.4,148.4,8.23,-0.01,0.75,126.1,-773.4,0.9,5.1,3.0,0.0,IM,(OK),3.0,(SLOH)OSX LURIM   
18.50,0.343,787.8,118.3,142.2,8.16,-0.02,0.66,126.4,-714.1,0.8,5.3,2.1,0.0,IM,(OK),3.0,(SLOH)OSX LURIM   
19.00,0.327,759.5,112.3,136.5,7.96,-0.02,0.57,126.5,-665.2,0.7,5.3,1.1,0.0,IM,(OK),3.0,(SLOH)OSX LURIM   
19.50,0.312,731.2,106.4,131.0,7.85,-0.02,0.48,125.6,-650.9,0.6,5.3,-0.7,0.0,IM,(OK),3.0,(SLOH)OSX LURIM   
20.00,0.296,703.1,100.6,125.6,8.15,-0.01,0.38,124.6,-651.2,0.7,5.5,-2.3,0.0,IM,(OK),3.0,(SLOH)OSX LURIM   
20.50,0.281,675.3,94.7,120.2,8.50,0.00,0.27,123.9,-649.8,1.1,5.8,-3.2,0.0,IM,(OK),3.0,(SLOH)OSX LURIM   
21.00,0.265,647.7,88.7,114.7,8.57,0.01,0.12,123.4,-661.3,1.4,5.8,-3.0,0.0,IM,(OK),3.0,(SLOH)OSX LURIM   
21.50,0.250,620.2,82.5,109.1,8.49,0.01,-0.05,123.5,-697.4,1.2,5.4,-0.6,0.0,IM,(OK),3.0,(SLOH)OSX LURIM   
22.00,0.235,592.5,76.4,103.2,8.07,0.00,-0.24,124.8,-715.4,0.6,5.1,3.1,0.0,IC,(OK),3.0,(SLOH)OSX LURIM   
22.50,0.219,564.4,70.3,97.3,8.23,-0.01,-0.43,126.1,-707.5,0.3,5.3,4.9,0.0,IC,(OK),3.0,(SLOH)OSX LURIM   
23.00,0.204,536.0,64.5,91.5,8.50,-0.00,-0.62,126.7,-660.9,0.0,5.8,6.4,0.0,IC,(OK),3.0,(SLOH)OSX LURIM   
23.50,0.188,507.4,58.8,86.3,8.46,0.02,-0.80,126.7,-600.8,0.3,6.0,6.9,-0.0,IC,(OK),3.0,(SLOH)OSX LURIM  (LUL)IC 
24.00,0.173,479.0,53.4,81.4,8.01,0.06,-0.97,125.8,-579.0,0.8,5.6,8.7,-0.0,IC,(OK),3.0,(SLOH)OSX LURIM  (LUL)IC 
24.50,0.157,450.7,48.4,76.5,7.76,0.11,-1.12,125.0,-601.0,1.4,5.3,10.1,-0.0,IC,(OK),3.0,(SLOH)OSX LURIM  (LUL)IC 
25.00,0.142,422.5,43.9,71.3,8.09,0.14,-1.22,124.8,-644.2,2.2,5.5,9.7,-0.0,IC,(OK),3.0,(SLOH)OSX LURIM  LULIC 
25.50,0.126,394.3,39.7,65.7,8.60,0.16,-1.25,124.6,-682.0,2.3,5.9,4.8,-0.0,IC,(OK),3.0,(SLOH)OSX LURIM  LULIC 
26.00,0.111,366.2,35.8,60.1,8.36,0.19,-1.26,124.3,-668.9,1.5,6.0,-2.1,-0.0,IC,(OK),3.0,(SLOH)OSX LURIM  LULIC 
26.50,0.096,338.1,31.6,54.5,8.13,0.21,-1.32,124.1,-685.8,1.2,5.5,-5.0,0.0,IC,(OK),3.0,(SLOH)OSX LURIM  LULIC 
27.00,0.080,310.1,27.3,48.6,7.98,0.23,-1.45,124.1,-714.7,1.1,5.3,-4.2,0.0,IC,(OK),3.0,(SLOH)OSX LURIM  LULIC 
27.50,0.065,282.0,22.8,42.6,8.36,0.23,-1.65,124.9,-732.7,1.7,5.5,-1.2,0.0,IC,(OK),3.0,(SLOH)OSX LURIM  LULIC 
28.00,0.049,253.7,18.3,36.6,8.17,0.24,-1.92,126.3,-708.3,2.5,5.5,2.7,0.0,IC,(OK),3.0,(SLOH)OSX LURIM  LULIC 
28.50,0.034,225.0,13.9,30.8,8.10,0.30,-2.19,126.9,-672.8,2.8,5.5,4.3,0.0,AR,(OK),3.0,(SLOH)OSX LURIM  LULIC 
29.00,0.018,196.3,9.9,25.3,8.09,0.41,-2.49,125.9,-671.5,2.4,5.4,4.2,-0.0,AR,(OK),3.0,(SLOH)OSX LURIM  LULIC LULAR
29.50,0.003,167.9,5.9,19.6,8.25,0.57,-2.92,125.1,-694.9,2.3,5.5,3.4,-0.0,AR,(OK),3.0,(SLOH)OSX LURIM  LULIC LULAR
30.00,-0.013,139.6,2.1,13.7,8.88,0.81,-3.69,124.9,-720.1,2.3,5.8,2.6,-0.0,AR,(OK),3.0,(SLOH)OSX LURIM  LULIC LULAR
30.50,-0.028,111.3,-1.7,7.6,8.68,1.44,-5.94,125.0,-739.2,2.6,5.5,1.7,-0.0,AR,(OK),3.0,(SLOH)OSX LURIM  LULIC LULAR
31.00,-0.044,82.9,-5.3,1.7,6.82,7.79,-135.36,125.0,-761.0,2.5,3.8,1.8,-0.0,AR,(OK),3.0,(SLOH)OSX LURIM  LULIC LULAR
31.50,-0.059,54.6,-9.0,-0.5,5.83,-3.77,-178.16,124.8,-707.3,2.6,3.3,1.3,-0.0,AR,(OK),3.0,(SLOH)OSX LURIM  LULIC LULAR
32.00,-0.074,26.9,-12.5,-0.6,2.25,-3.67,-179.96,122.5,-353.1,2.9,1.0,0.3,0.0,AR,(OK),3.0,(SLOH)OSX LURIM  LULIC LULAR
