#Time,Rho,X,Z,Alt,AoA,GSE,LUE,Vtot,Vy,Gamma,Pitch,Roll,Yaw,Step,Grade,Points,Details
28.50,3.027,5698.0,894.9,818.9,12.30,-0.99,-0.05,131.6,-471.8,0.9,10.4,2.0,-0.0,X0,OK,4.0,    
29.00,3.012,5670.5,889.0,815.3,12.24,-0.98,-0.06,132.0,-387.4,0.8,10.7,2.1,-0.0,X0,OK,4.0,    
29.50,2.997,5642.9,883.2,812.4,12.23,-0.98,-0.08,132.1,-304.5,0.8,11.0,1.3,-0.0,X0,OK,4.0,    
30.00,2.981,5615.3,877.3,810.2,12.05,-0.98,-0.09,132.0,-223.0,0.8,11.1,0.2,-0.0,X0,OK,4.0,    
30.50,2.966,5587.8,871.5,808.6,11.56,-0.97,-0.11,131.8,-164.7,1.0,10.9,-0.7,-0.0,X0,OK,4.0,    
31.00,2.951,5560.3,865.6,807.4,10.94,-0.96,-0.12,131.6,-133.5,1.1,10.4,-0.7,-0.0,X0,OK,4.0,    
31.50,2.936,5532.9,859.7,806.4,10.75,-0.95,-0.14,131.6,-110.9,1.0,10.3,0.4,-0.0,X0,OK,4.0,    
32.00,2.921,5505.4,853.8,805.6,10.99,-0.94,-0.15,131.6,-78.7,0.7,10.7,2.7,-0.0,X0,OK,4.0,    
32.50,2.906,5478.0,848.1,805.1,11.23,-0.93,-0.17,131.5,-31.6,0.4,11.1,4.4,-0.0,X0,OK,4.0,    
33.00,2.891,5450.5,842.5,805.1,11.09,-0.91,-0.18,131.4,13.7,0.1,11.2,4.5,-0.0,X0,OK,4.0,    
33.50,2.875,5423.0,837.1,805.3,10.63,-0.90,-0.19,131.3,45.8,0.0,10.8,3.6,-0.0,X0,OK,4.0,    
34.00,2.860,5395.6,831.7,805.8,10.13,-0.88,-0.20,131.3,64.5,0.1,10.4,2.5,-0.0,X0,OK,4.0,    
34.50,2.845,5368.1,826.5,806.3,9.88,-0.87,-0.21,131.3,68.7,0.1,10.2,1.7,-0.0,X0,OK,4.0,    
35.00,2.830,5340.6,821.3,806.9,9.80,-0.85,-0.22,131.3,73.6,0.1,10.1,1.1,-0.0,X0,OK,4.0,    
35.50,2.815,5313.1,816.2,807.5,9.55,-0.84,-0.23,131.2,71.4,0.1,9.9,0.7,-0.0,X0,OK,4.0,    
36.00,2.800,5285.7,811.0,808.1,9.06,-0.82,-0.24,131.2,56.6,0.0,9.3,0.3,-0.0,X0,OK,4.0,    
36.50,2.785,5258.2,805.9,808.4,8.73,-0.81,-0.25,131.3,20.8,0.1,8.8,-0.1,-0.0,X0,OK,4.0,    
37.00,2.770,5230.7,800.7,808.4,8.76,-0.79,-0.26,131.3,-16.9,0.1,8.7,0.4,-0.0,X0,OK,4.0,    
37.50,2.755,5203.2,795.6,808.1,8.94,-0.78,-0.27,130.9,-53.4,0.0,8.8,1.5,-0.0,X0,OK,4.0,    
38.00,2.740,5175.9,790.5,807.6,8.89,-0.77,-0.28,130.6,-83.1,0.2,8.6,2.4,-0.0,X0,OK,4.0,    
38.50,2.725,5148.5,785.5,806.7,8.71,-0.75,-0.28,130.5,-127.7,0.3,8.2,2.4,-0.0,X0,OK,4.0,    
39.00,2.710,5121.2,780.6,805.4,8.71,-0.74,-0.29,130.6,-181.4,0.3,8.0,1.8,-0.0,X0,OK,4.0,    
39.50,2.695,5093.9,775.8,803.7,9.08,-0.73,-0.30,130.6,-223.0,0.3,8.2,1.0,-0.0,X0,OK,4.0,    
40.00,2.680,5066.5,770.9,801.7,9.56,-0.73,-0.30,130.5,-247.0,0.2,8.5,0.1,-0.0,X0,OK,4.0,    
40.50,2.665,5039.2,766.1,799.6,9.75,-0.72,-0.31,130.4,-259.0,0.2,8.7,-0.4,-0.0,X0,OK,4.0,    
41.00,2.650,5011.9,761.2,797.4,9.75,-0.71,-0.32,130.5,-270.8,0.2,8.6,-0.6,-0.0,X0,OK,4.0,    
41.50,2.635,4984.5,756.2,795.2,9.68,-0.70,-0.33,131.2,-270.5,0.2,8.6,-0.1,-0.0,X0,OK,4.0,    
42.00,2.620,4956.9,751.2,792.9,9.64,-0.69,-0.33,132.2,-259.5,0.2,8.6,0.3,-0.0,X0,OK,4.0,    
42.50,2.604,4929.1,746.2,790.9,9.64,-0.68,-0.34,133.0,-232.1,0.3,8.7,0.8,-0.0,X0,OK,4.0,    
43.00,2.589,4901.0,741.2,789.1,9.60,-0.67,-0.35,133.6,-191.0,0.4,8.9,1.2,-0.0,X0,OK,4.0,    
43.50,2.573,4872.9,736.1,787.7,9.38,-0.66,-0.36,134.1,-148.8,0.4,8.8,1.2,-0.0,X0,OK,4.0,    
44.00,2.558,4844.5,731.1,786.6,9.06,-0.65,-0.37,134.8,-116.5,0.4,8.6,1.3,-0.0,X0,OK,4.0,    
44.50,2.542,4816.0,726.1,785.8,8.75,-0.64,-0.37,135.4,-81.2,0.5,8.4,1.9,-0.0,X0,OK,4.0,    
45.00,2.527,4787.3,721.1,785.2,8.63,-0.62,-0.38,136.1,-46.5,0.6,8.5,1.7,-0.0,X0,OK,4.0,    
45.50,2.511,4758.5,716.2,785.0,8.55,-0.60,-0.39,136.7,0.7,0.6,8.6,1.2,-0.0,X0,OK,4.0,    
46.00,2.495,4729.5,711.3,785.2,8.39,-0.58,-0.39,137.3,49.2,0.5,8.6,0.6,-0.0,X0,OK,4.0,    
46.50,2.479,4700.3,706.3,785.8,8.08,-0.56,-0.40,137.9,97.0,0.5,8.5,0.2,-0.0,X0,OK,4.0,    
47.00,2.463,4671.0,701.3,786.8,7.80,-0.54,-0.40,138.5,140.1,0.4,8.3,-0.1,-0.0,X0,OK,4.0,    
47.50,2.447,4641.6,696.3,788.1,7.61,-0.52,-0.41,139.1,180.1,0.4,8.3,0.0,-0.0,X0,OK,4.0,    
48.00,2.431,4611.9,691.2,789.8,7.37,-0.49,-0.42,139.7,222.4,0.5,8.2,0.6,-0.0,X0,OK,4.0,    
48.50,2.414,4582.2,686.2,791.8,7.10,-0.46,-0.42,140.2,259.6,0.6,8.1,1.3,-0.0,X0,OK,4.0,    
49.00,2.398,4552.3,681.2,794.1,6.87,-0.43,-0.43,140.4,290.2,0.7,8.0,1.8,-0.0,X0,OK,4.0,    
49.50,2.382,4522.5,676.2,796.6,6.76,-0.40,-0.43,140.0,301.5,0.8,8.0,2.2,-0.0,X0,OK,4.0,    
50.00,2.365,4492.8,671.3,799.2,6.66,-0.37,-0.44,139.7,306.6,0.9,7.9,2.3,-0.0,X0,OK,4.0,    
50.50,2.349,4463.1,666.5,801.7,6.58,-0.34,-0.44,139.6,302.7,1.0,7.8,2.5,-0.0,X0,OK,4.0,    
51.00,2.333,4433.4,661.8,804.2,6.48,-0.31,-0.44,139.6,297.1,1.2,7.7,2.7,-0.0,X0,OK,4.0,    
51.50,2.317,4403.7,657.2,806.6,6.39,-0.28,-0.44,139.5,287.0,1.4,7.5,2.8,-0.0,X0,OK,4.0,    
52.00,2.300,4374.0,652.7,809.0,6.32,-0.25,-0.44,139.5,274.7,1.5,7.4,2.7,-0.0,X0,OK,4.0,    
52.50,2.284,4344.2,648.3,811.2,6.30,-0.22,-0.44,139.4,258.0,1.7,7.3,2.4,-0.0,X0,OK,4.0,    
53.00,2.268,4314.5,643.9,813.3,6.28,-0.18,-0.44,139.4,241.2,1.8,7.3,2.1,-0.0,X0,OK,4.0,    
53.50,2.252,4284.8,639.6,815.2,6.29,-0.15,-0.43,139.4,225.7,1.9,7.2,1.8,-0.0,X0,OK,4.0,    
54.00,2.236,4255.1,635.4,817.0,6.30,-0.12,-0.43,139.4,206.8,1.9,7.1,1.4,-0.0,X0,OK,4.0,    
54.50,2.219,4225.4,631.3,818.7,6.30,-0.09,-0.42,139.3,191.2,2.0,7.0,1.1,-0.0,X0,OK,4.0,    
55.00,2.203,4195.7,627.2,820.2,6.31,-0.06,-0.42,139.4,174.8,2.0,7.0,0.8,-0.0,X0,OK,4.0,    
55.50,2.187,4165.9,623.0,821.6,6.34,-0.03,-0.41,139.4,153.8,2.1,7.0,2.1,-0.0,X0,OK,4.0,    
56.00,2.171,4136.2,619.0,822.8,6.34,0.00,-0.41,139.5,141.1,2.4,6.9,3.8,-0.0,X0,OK,4.0,    
56.50,2.155,4106.4,615.1,823.9,6.36,0.03,-0.40,139.5,125.3,2.6,6.9,4.5,-0.0,X0,OK,4.0,    
57.00,2.138,4076.6,611.4,824.9,6.43,0.06,-0.38,139.5,111.6,2.7,6.9,3.2,-0.0,X0,OK,4.0,    
57.50,2.122,4046.8,607.9,825.8,6.48,0.09,-0.37,139.5,105.2,2.7,6.9,0.8,-0.0,X0,OK,4.0,    
58.00,2.106,4016.9,604.2,826.6,6.49,0.12,-0.36,139.6,98.3,2.6,6.9,-0.3,-0.0,X0,OK,4.0,    
58.50,2.090,3987.1,600.6,827.4,6.49,0.15,-0.34,139.7,91.3,2.7,6.8,0.2,-0.0,X0,OK,4.0,    
59.00,2.073,3957.2,597.0,828.2,6.53,0.19,-0.33,139.7,83.7,2.8,6.9,1.3,-0.0,X0,OK,4.0,    
59.50,2.057,3927.3,593.4,828.9,6.54,0.22,-0.31,139.7,86.3,3.0,6.9,1.9,-0.0,X0,OK,4.0,    
60.00,2.041,3897.4,589.9,829.6,6.59,0.25,-0.29,139.8,82.9,3.1,6.9,1.6,-0.0,X0,OK,4.0,    
60.50,2.025,3867.5,586.5,830.3,6.68,0.28,-0.28,139.7,83.3,3.1,7.0,1.1,-0.0,X0,OK,4.0,    
61.00,2.008,3837.7,583.1,831.0,6.70,0.31,-0.26,139.6,82.9,3.1,7.0,0.8,-0.0,X0,OK,4.0,    
61.50,1.992,3807.8,579.7,831.6,6.68,0.35,-0.24,139.4,81.5,3.1,7.0,0.6,-0.0,X0,OK,4.0,    
62.00,1.976,3778.0,576.3,832.3,6.69,0.38,-0.22,139.2,78.5,3.0,7.0,0.5,-0.0,X0,OK,4.0,    
62.50,1.960,3748.3,572.9,832.9,6.73,0.42,-0.20,139.0,70.4,3.0,7.0,0.4,-0.0,X0,OK,4.0,    
63.00,1.944,3718.6,569.6,833.5,6.76,0.45,-0.18,138.8,62.5,3.0,7.0,0.2,-0.0,X0,OK,4.0,    
63.50,1.928,3689.0,566.2,834.0,6.80,0.48,-0.16,138.5,49.2,3.0,7.0,0.1,-0.0,X0,OK,4.0,    
64.00,1.912,3659.4,562.9,834.3,6.83,0.52,-0.14,138.1,35.4,3.0,7.0,0.1,-0.0,X0,OK,4.0,    
64.50,1.896,3630.0,559.6,834.5,6.88,0.55,-0.12,137.9,16.1,2.9,7.0,0.3,-0.0,X0,OK,4.0,    
65.00,1.880,3600.6,556.2,834.6,6.93,0.59,-0.10,137.6,-2.7,3.0,6.9,0.7,-0.0,X0,OK,4.0,    
65.50,1.864,3571.2,552.9,834.5,6.97,0.62,-0.08,137.4,-21.3,3.1,6.9,1.4,-0.0,X0,OK,4.0,    
66.00,1.848,3542.0,549.6,834.2,7.02,0.65,-0.05,137.2,-42.5,3.1,6.9,1.5,-0.0,X0,OK,4.0,    
66.50,1.832,3512.7,546.4,833.8,7.08,0.69,-0.03,137.0,-62.1,3.2,6.9,1.2,-0.0,X0,OK,4.0,    
67.00,1.816,3483.5,543.2,833.2,7.14,0.72,-0.00,136.7,-80.6,3.2,6.9,0.8,-0.0,X0,OK,4.0,    
67.50,1.800,3454.4,540.0,832.5,7.20,0.75,0.02,136.5,-103.4,3.2,6.8,0.6,-0.0,X0,OK,4.0,    
68.00,1.785,3425.4,536.9,831.5,7.27,0.78,0.05,136.3,-123.0,3.2,6.8,0.4,-0.0,X0,OK,4.0,    
68.50,1.769,3396.4,533.7,830.4,7.37,0.81,0.07,136.2,-148.0,3.2,6.8,0.2,-0.0,X0,OK,4.0,    
69.00,1.753,3367.3,530.6,829.1,7.46,0.85,0.10,136.2,-159.9,3.2,6.8,-0.2,-0.0,X0,OK,4.0,    
69.50,1.737,3338.3,527.4,827.7,7.63,0.88,0.13,136.4,-171.5,3.1,7.0,-0.5,-0.0,X0,OK,4.0,    
70.00,1.722,3309.2,524.2,826.3,7.77,0.91,0.15,136.6,-164.9,3.0,7.1,-0.8,-0.0,X0,OK,4.0,    
70.50,1.706,3280.1,521.0,825.0,7.93,0.94,0.18,137.0,-147.7,2.9,7.3,-1.1,-0.0,X0,OK,4.0,    
71.00,1.690,3250.9,517.6,823.9,8.00,0.97,0.20,137.1,-120.2,2.7,7.5,-1.4,-0.0,X0,OK,4.0,    
71.50,1.674,3221.7,514.3,822.9,7.95,1.01,0.23,136.9,-106.4,2.5,7.5,-2.0,-0.0,X0,OK,4.0,    
72.00,1.658,3192.6,510.8,822.1,7.88,1.05,0.25,136.5,-103.1,2.2,7.4,-2.5,-0.0,X0,OK,4.0,    
72.50,1.643,3163.5,507.2,821.2,7.87,1.09,0.28,136.3,-104.2,2.0,7.4,-2.5,-0.0,X0,OK,4.0,    
73.00,1.627,3134.6,503.5,820.3,7.96,1.12,0.29,136.1,-110.4,2.1,7.5,-0.9,-0.0,X0,OK,4.0,    
73.50,1.611,3105.7,499.7,819.4,8.00,1.16,0.31,135.9,-103.3,2.1,7.6,0.0,-0.0,X0,OK,4.0,    
74.00,1.595,3076.9,496.0,818.5,8.04,1.20,0.33,135.4,-106.8,1.9,7.6,-0.7,-0.0,X0,OK,4.0,    
74.50,1.580,3048.2,492.2,817.6,8.08,1.24,0.35,134.5,-128.7,1.7,7.5,-1.8,-0.0,X0,OK,4.0,    
75.00,1.564,3019.8,488.4,816.4,8.11,1.28,0.37,133.8,-157.9,1.4,7.4,-2.9,-0.0,X0,OK,4.0,    
75.50,1.549,2991.6,484.4,814.9,8.18,1.32,0.39,133.2,-195.9,1.1,7.3,-3.5,-0.0,X0,OK,4.0,    
76.00,1.534,2963.5,480.3,813.1,8.30,1.35,0.40,132.8,-233.7,0.9,7.3,-3.5,-0.0,X0,OK,4.0,    
76.50,1.518,2935.5,476.0,811.1,8.43,1.39,0.41,132.7,-266.3,0.8,7.3,-3.0,-0.0,X0,OK,4.0,    
77.00,1.503,2907.6,471.7,808.7,8.54,1.42,0.41,132.3,-299.8,0.5,7.3,-2.9,-0.0,X0,OK,4.0,    
77.50,1.488,2879.8,467.2,806.1,8.65,1.45,0.42,131.6,-343.1,0.3,7.2,-2.9,-0.0,X0,OK,4.0,    
78.00,1.473,2852.3,462.6,803.0,8.72,1.48,0.42,131.1,-385.2,0.2,7.1,-1.8,-0.0,X0,OK,4.0,    
78.50,1.458,2824.8,457.9,799.6,8.82,1.51,0.41,130.8,-432.2,0.2,7.0,-0.9,-0.0,X0,OK,4.0,    
79.00,1.443,2797.5,453.2,795.9,8.93,1.54,0.41,130.4,-474.8,0.2,7.0,-0.2,-0.0,X0,OK,4.0,    
79.50,1.428,2770.2,448.5,791.7,9.10,1.56,0.41,130.0,-520.0,0.1,7.0,-0.3,-0.0,X0,OK,4.0,    
80.00,1.413,2743.1,443.8,787.2,9.27,1.59,0.41,129.6,-565.8,0.0,6.9,-0.7,-0.0,X0,OK,4.0,    
80.50,1.398,2716.1,439.0,782.3,9.43,1.61,0.40,129.2,-617.4,0.1,6.9,-0.7,-0.0,X0,OK,4.0,    
81.00,1.383,2689.2,434.1,777.0,9.56,1.62,0.39,128.8,-661.8,0.1,6.8,-0.5,-0.0,X0,OK,4.0,    
81.50,1.369,2662.4,429.3,771.3,9.71,1.64,0.39,128.5,-711.8,0.2,6.7,-0.9,-0.0,X0,OK,4.0,    
82.00,1.354,2635.7,424.4,765.1,9.77,1.65,0.38,128.1,-758.8,0.4,6.6,-1.6,-0.0,X0,OK,4.0,    
82.50,1.339,2609.0,419.4,758.6,9.57,1.66,0.37,127.9,-813.3,0.6,6.1,-2.2,-0.0,X0,OK,4.0,    
83.00,1.325,2582.5,414.4,751.6,9.29,1.67,0.35,127.8,-884.0,0.8,5.5,-2.6,-0.0,X0,OK,4.0,    
83.50,1.310,2556.0,409.2,743.9,9.25,1.67,0.34,127.8,-966.2,0.9,5.1,-2.0,-0.0,X0,OK,4.0,    
84.00,1.296,2529.5,403.9,735.5,9.51,1.67,0.32,127.8,-1033.9,0.9,5.1,-0.7,-0.0,X0,OK,4.0,    
84.50,1.281,2503.1,398.7,726.7,9.85,1.66,0.30,127.6,-1088.7,1.0,5.2,-0.3,-0.0,X0,OK,4.0,    
85.00,1.267,2476.7,393.4,717.4,9.94,1.65,0.28,127.5,-1140.6,1.1,5.1,-0.0,-0.0,X0,OK,4.0,    
85.50,1.252,2450.4,388.0,707.7,9.80,1.64,0.25,127.7,-1193.1,1.2,4.8,-0.2,-0.0,X0,OK,4.0,    
86.00,1.238,2423.9,382.6,697.5,9.66,1.62,0.23,129.0,-1238.9,1.3,4.4,-0.7,-0.0,X0,OK,4.0,    
86.50,1.223,2397.0,377.1,687.1,9.78,1.61,0.20,130.4,-1266.5,1.5,4.5,-1.1,-0.0,X0,OK,4.0,    
87.00,1.208,2369.8,371.4,676.5,10.06,1.59,0.17,131.4,-1264.4,1.3,4.9,0.1,-0.0,X0,OK,4.0,    
87.50,1.193,2342.5,365.7,666.1,10.24,1.57,0.14,132.2,-1237.0,1.1,5.2,1.1,-0.0,X0,OK,4.0,    
88.00,1.178,2314.9,360.0,655.9,10.12,1.56,0.11,132.8,-1195.1,1.1,5.3,0.7,-0.0,X0,OK,4.0,    
88.50,1.162,2287.2,354.3,646.1,9.56,1.54,0.08,133.2,-1163.0,1.3,4.8,-0.2,-0.0,X0,OK,4.0,    
89.00,1.147,2259.4,348.5,636.5,8.83,1.53,0.05,133.3,-1163.6,1.5,4.1,-1.0,-0.0,X0,OK,4.0,    
89.50,1.132,2231.6,342.7,626.7,8.59,1.52,0.01,133.5,-1186.4,1.6,3.7,-0.9,-0.0,X0,OK,4.0,    
90.00,1.116,2203.8,336.7,616.8,8.74,1.51,-0.02,133.8,-1194.3,1.5,3.9,0.5,-0.0,X0,OK,4.0,    
90.50,1.101,2175.8,330.8,606.8,8.93,1.49,-0.06,134.1,-1184.5,1.5,4.2,1.0,-0.0,X0,OK,4.0,    
91.00,1.085,2147.9,324.9,597.0,8.59,1.48,-0.10,134.2,-1175.9,1.6,3.9,0.7,-0.0,X0,OK,4.0,    
91.50,1.070,2119.9,319.0,587.1,7.97,1.46,-0.14,134.4,-1198.4,1.6,3.1,0.5,-0.0,X0,OK,4.0,    
92.00,1.055,2091.8,313.0,577.0,7.80,1.45,-0.18,134.8,-1235.1,1.6,2.8,1.1,-0.0,X0,OK,4.0,    
92.50,1.039,2063.6,307.1,566.6,7.95,1.43,-0.23,135.1,-1252.7,1.2,2.9,2.9,-0.0,X0,OK,4.0,    
93.00,1.023,2035.4,301.2,556.2,8.16,1.41,-0.27,135.3,-1255.1,1.0,3.1,3.5,-0.0,X0,OK,4.0,    
93.50,1.008,2007.0,295.5,545.7,8.18,1.39,-0.31,135.6,-1252.5,0.8,3.2,2.7,-0.0,X0,OK,4.0,    
94.00,0.992,1978.6,289.9,535.3,7.98,1.37,-0.34,136.1,-1247.8,0.9,2.9,1.3,-0.0,X0,OK,4.0,    
94.50,0.977,1950.0,284.2,524.9,7.78,1.35,-0.38,136.6,-1245.5,1.0,2.7,-0.0,-0.0,X0,OK,4.0,    
95.00,0.961,1921.3,278.5,514.6,7.82,1.32,-0.42,137.0,-1241.1,1.0,2.8,-0.4,-0.0,X0,OK,4.0,    
