#Time,Rho,X,Z,Alt,AoA,GSE,LUE,Vtot,Vy,Gamma,Pitch,Roll,Yaw,Step,Grade,Points,Details
21.00,0.633,1314.2,228.9,318.8,8.03,0.94,1.55,130.8,-800.7,2.3,4.9,0.9,-0.0,XX,(OK),3.0,(F)HOSX    
21.50,0.618,1287.0,222.2,312.2,8.10,0.95,1.48,132.2,-766.9,2.7,5.0,-0.1,-0.0,XX,(OK),3.0,(F)HOSX    
22.00,0.603,1259.6,215.5,306.0,7.90,0.96,1.40,132.3,-738.0,2.9,5.0,-0.6,-0.0,XX,(OK),3.0,(F)HOSX    
22.50,0.588,1232.2,208.6,299.8,7.47,0.98,1.32,132.1,-736.5,2.4,4.6,1.4,-0.0,XX,(OK),3.0,(F)HOSX    
23.00,0.572,1204.8,201.7,293.7,7.50,0.99,1.23,132.6,-736.9,1.9,4.7,3.1,0.0,XX,(OK),3.0,(F)HOSX    
23.50,0.557,1177.2,195.1,287.6,7.99,1.01,1.15,133.2,-705.3,1.8,5.2,1.3,0.0,XX,(OK),3.0,(F)HOSX    
24.00,0.542,1149.5,188.4,282.0,7.76,1.04,1.06,133.5,-649.7,1.9,5.2,-1.1,0.0,XX,(OK),3.0,(F)HOSX    
24.50,0.526,1121.7,181.6,276.6,7.23,1.08,0.96,133.7,-630.7,1.9,4.7,-1.8,0.0,XX,(OK),3.0,(F)HOSX    
25.00,0.511,1094.0,174.7,271.4,7.28,1.11,0.86,133.6,-628.0,1.9,4.8,-1.5,0.0,XX,(OK),3.0,(F)HOSX    
25.50,0.495,1066.3,167.8,266.2,7.50,1.16,0.74,133.1,-607.0,2.0,5.1,-0.9,0.0,IM,(OK),3.0,(F)HOSX    
26.00,0.480,1038.8,160.8,261.2,7.29,1.20,0.62,132.6,-603.5,1.8,5.0,1.4,0.0,IM,(OK),3.0,(F)HOSX H(LUR)IM   
26.50,0.465,1011.3,154.0,256.1,7.09,1.25,0.49,132.3,-630.2,1.3,4.8,5.4,0.0,IM,(OK),3.0,(F)HOSX (F)H(LUR)IM   
27.00,0.450,983.9,147.4,250.8,7.72,1.29,0.36,131.9,-643.2,0.8,5.3,6.9,0.0,IM,(OK),3.0,(F)HOSX (F)H(LUR)IM   
27.50,0.435,956.6,141.0,245.5,8.55,1.34,0.25,131.3,-614.4,0.3,6.2,6.5,0.0,IM,(OK),3.0,(F)HOSX (F)H(LUR)IM   
28.00,0.420,929.3,135.0,240.5,8.68,1.40,0.15,130.6,-584.9,0.2,6.4,5.8,0.0,IM,(OK),3.0,(F)HOSX (F)H(LUR)IM   
28.50,0.405,902.3,129.2,235.7,8.27,1.46,0.06,129.6,-595.3,0.6,5.8,5.2,0.0,IM,(OK),3.0,(F)HOSX (F)H(LUR)IM   
29.00,0.390,875.5,123.6,230.5,8.11,1.51,-0.03,128.4,-645.1,0.8,5.4,4.5,0.0,IM,(OK),3.0,(F)HOSX (F)H(LUR)IM   
29.50,0.375,849.0,118.3,224.9,8.44,1.56,-0.11,127.0,-705.0,1.0,5.4,3.9,0.0,IM,--,2.0,(F)HOSX (F)_H_(LUR)IM   
30.00,0.361,822.8,113.1,218.8,8.82,1.60,-0.18,125.6,-759.1,1.2,5.7,3.4,0.0,IM,--,2.0,(F)HOSX (F)_H_(LUR)IM   
30.50,0.347,797.0,108.2,212.3,8.94,1.63,-0.25,124.3,-821.0,1.2,5.6,2.1,0.0,IM,--,2.0,(F)HOSX (F)_H_(LUR) (DL)IM   
31.00,0.333,771.5,103.4,205.2,8.75,1.64,-0.32,123.2,-891.3,1.1,5.1,0.9,0.0,IM,--,2.0,(F)HOSX (F)_H_(LUR) DLIM   
31.50,0.319,746.2,98.6,197.4,8.49,1.63,-0.39,122.6,-991.7,1.2,4.4,0.8,0.0,IM,--,2.0,(F)HOSX (F)_H_(LUR) DLIM   
32.00,0.305,721.0,93.9,188.7,8.75,1.60,-0.46,123.3,-1093.8,1.3,4.2,1.6,0.0,IM,--,2.0,(F)HOSX (F)_H_(LUR) DLIM   
32.50,0.291,695.4,89.2,179.3,9.47,1.56,-0.53,125.1,-1138.4,1.5,4.7,1.7,0.0,IM,--,2.0,(F)HOSX (F)_H_(LUR) DLIM   
33.00,0.277,669.4,84.6,169.8,9.91,1.50,-0.60,125.6,-1144.3,1.5,5.1,1.5,0.0,IM,--,2.0,(F)HOSX SLO_H_(LUR) DLIM   
33.50,0.263,643.6,80.0,160.2,9.84,1.44,-0.68,124.6,-1185.5,1.8,4.7,2.1,0.0,IM,--,2.0,(F)HOSX _SLOH_(LUR) DLIM   
34.00,0.249,618.0,75.5,150.1,9.64,1.35,-0.75,124.4,-1232.4,2.1,4.4,2.9,0.0,IC,--,2.0,(F)HOSX _SLOH_(LUR) DLIM   
34.50,0.234,592.2,71.1,139.6,9.64,1.24,-0.81,125.6,-1267.6,2.1,4.4,2.9,0.0,IC,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  SLOH(LUL)IC 
35.00,0.220,565.9,66.8,129.1,9.93,1.12,-0.87,127.5,-1257.7,2.2,4.7,2.8,0.0,IC,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  SLOH(LUL)IC 
35.50,0.205,539.3,62.5,118.7,9.80,1.00,-0.91,128.5,-1224.0,2.4,4.8,2.9,0.0,IC,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_H(LUL)IC 
36.00,0.191,512.5,58.4,108.6,9.57,0.88,-0.95,128.7,-1208.9,2.6,4.8,3.0,0.0,IC,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_H(LUL)IC 
36.50,0.176,485.6,54.3,98.7,9.83,0.75,-0.98,129.6,-1165.3,2.7,5.1,2.7,0.0,IC,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_H(LUL)IC 
37.00,0.161,458.3,50.4,89.2,9.86,0.62,-0.99,130.9,-1108.8,2.9,5.4,2.3,0.0,IC,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_H(LUL)IC 
37.50,0.146,430.7,46.5,80.2,9.98,0.50,-0.98,131.9,-1047.8,2.7,5.7,0.8,-0.0,IC,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_H(LUL)IC 
38.00,0.131,402.9,42.5,71.7,9.91,0.39,-0.97,132.5,-974.4,2.4,6.0,-1.0,0.0,IC,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_H(LUL)IC 
38.50,0.116,375.0,38.5,64.0,9.79,0.30,-0.97,132.9,-887.8,2.3,6.2,-1.5,0.0,IC,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_H(LUL)IC 
39.00,0.101,347.0,34.4,56.9,9.39,0.24,-0.99,133.0,-818.2,2.4,6.2,-0.8,0.0,IC,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_H(LUL)IC 
39.50,0.085,319.0,30.3,50.3,9.03,0.20,-1.01,133.1,-756.4,2.8,6.2,0.9,0.0,IC,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_H(LUL)IC 
40.00,0.070,290.9,26.3,44.2,9.18,0.20,-1.02,133.1,-705.6,2.9,6.3,1.6,0.0,IC,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_HLULIC 
40.50,0.055,262.9,22.3,38.5,8.86,0.23,-1.00,132.8,-660.0,2.7,6.2,1.6,-0.0,IC,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_HLULIC 
41.00,0.039,234.9,18.4,33.1,8.26,0.30,-0.98,132.8,-640.0,2.8,5.7,1.6,-0.0,AR,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_HLULIC 
41.50,0.024,206.8,14.5,27.8,7.91,0.43,-0.91,133.4,-633.5,2.9,5.4,1.9,-0.0,AR,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_HLULIC (LUL)AR
42.00,0.009,178.5,10.7,22.6,8.06,0.64,-0.76,133.9,-626.5,3.0,5.7,2.1,-0.0,AR,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_HLULIC (LUL)AR
42.50,-0.007,150.3,6.9,17.5,8.09,1.08,-0.41,133.3,-591.6,3.1,5.7,2.2,-0.0,AR,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_HLULIC (LUL)AR
43.00,-0.022,122.2,3.3,12.6,7.41,2.22,0.56,132.1,-595.5,3.3,4.8,2.1,-0.0,AR,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_HLULIC (LUL)AR
43.50,-0.037,94.4,-0.2,7.4,6.55,8.82,7.20,131.6,-643.0,3.4,4.0,2.3,-0.0,AR,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_HLULIC (LUL)AR
44.00,-0.052,66.7,-3.7,2.0,6.69,-1.49,172.52,131.6,-636.0,3.5,4.2,2.5,-0.0,AR,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_HLULIC (LUL)AR
44.50,-0.067,38.8,-7.0,-0.2,6.52,-3.56,175.71,131.7,-587.0,3.4,4.3,2.2,-0.0,AR,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_HLULIC (LUL)AR
45.00,-0.082,11.6,-10.3,-0.4,3.40,-3.59,176.44,129.5,-328.4,3.5,2.1,0.5,-0.0,AR,--,2.0,(F)HOSX _SLOH_(LUR) DLIM  _SLO_HLULIC (LUL)AR
